"stocklong","stocklong_orig","reference","year","year_orig","n","n_units","catch"
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1949,1949,227000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1950,1950,227000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1951,1951,227000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1952,1952,226000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1953,1953,226000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1954,1954,226000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1955,1955,226000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1956,1956,226000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1957,1957,225000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1958,1958,224000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1959,1959,224000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1960,1960,224000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1961,1961,223000,"ram",NA
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1962,1962,223000,"ram",230
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1963,1963,222000,"ram",285
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1964,1964,222000,"ram",184
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1965,1965,222000,"ram",420
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1966,1966,221000,"ram",1160
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1967,1967,220000,"ram",1230
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1968,1968,218000,"ram",2000
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1969,1969,216000,"ram",555
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1970,1970,215000,"ram",706
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1971,1971,214000,"ram",842
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1972,1972,213000,"ram",1690
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1973,1973,211000,"ram",3090
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1974,1974,207000,"ram",1460
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1975,1975,206000,"ram",2270
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1976,1976,203000,"ram",1040
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1977,1977,202000,"ram",1450
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1978,1978,2e+05,"ram",1210
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1979,1979,199000,"ram",1830
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1980,1980,196000,"ram",1280
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1981,1981,195000,"ram",1730
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1982,1982,193000,"ram",1910
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1983,1983,191000,"ram",2290
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1984,1984,188000,"ram",2810
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1985,1985,185000,"ram",3390
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1986,1986,180000,"ram",2910
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1987,1987,177000,"ram",2560
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1988,1988,174000,"ram",2910
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1989,1989,171000,"ram",4900
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1990,1990,166000,"ram",4150
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1991,1991,162000,"ram",3530
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1992,1992,159000,"ram",3380
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1993,1993,156000,"ram",3850
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1994,1994,152000,"ram",3440
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1995,1995,149000,"ram",1960
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1996,1996,148000,"ram",1630
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1997,1997,146000,"ram",1490
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1998,1998,145000,"ram",1250
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",1999,1999,145000,"ram",834
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",2000,2000,145000,"ram",849
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",2001,2001,144000,"ram",551
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",2002,2002,145000,"ram",785
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",2003,2003,145000,"ram",827
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",2004,2004,144000,"ram",705
"Shortspine thornyhead Pacific Coast","Shortspine thornyhead Pacific Coast RAM NA","RAM",2005,2005,145000,"ram",NA
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1952,1952,89302.73,"ram",5210
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1953,1953,86081.61,"ram",3140
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1954,1954,87542.72,"ram",4220
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1955,1955,86053.06,"ram",4150
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1956,1956,85140.9,"ram",5820
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1957,1957,79918.95,"ram",5810
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1958,1958,75022.43,"ram",8290
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1959,1959,68129.52,"ram",8310
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1960,1960,62678.23,"ram",6680
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1961,1961,62052.29,"ram",7060
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1962,1962,61063.54,"ram",8320
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1963,1963,57191.56,"ram",8950
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1964,1964,53489.62,"ram",17300
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1965,1965,36853.12,"ram",15000
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1966,1966,28337.69,"ram",10700
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1967,1967,28730.85,"ram",14000
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1968,1968,28223.31,"ram",17800
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1969,1969,34197.63,"ram",12600
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1970,1970,56992.16,"ram",15600
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1971,1971,75620.43,"ram",14500
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1972,1972,80526.19,"ram",9760
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1973,1973,80586.69,"ram",11700
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1974,1974,72410.36,"ram",11700
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1975,1975,62049.68,"ram",13700
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1976,1976,46939.42,"ram",9960
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1977,1977,36730.71,"ram",8770
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1978,1978,28650.45,"ram",9480
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1979,1979,25225.9,"ram",8960
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1980,1980,22258.65,"ram",10900
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1981,1981,21909.3,"ram",9300
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1982,1982,25065.5,"ram",9080
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1983,1983,24327.81,"ram",7370
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1984,1984,24418.66,"ram",8110
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1985,1985,23900.27,"ram",8280
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1986,1986,24093.23,"ram",10600
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1987,1987,23778.26,"ram",9930
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1988,1988,21200.15,"ram",10600
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1989,1989,15518.7,"ram",8910
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1990,1990,15487.34,"ram",7080
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1991,1991,17490.57,"ram",7190
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1992,1992,16033.28,"ram",6880
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1993,1993,15767.75,"ram",7800
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1994,1994,15578.6,"ram",7430
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1995,1995,15254.98,"ram",7730
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1996,1996,12286.52,"ram",6080
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1997,1997,11365.31,"ram",6470
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1998,1998,11134.15,"ram",6940
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",1999,1999,9462.981,"ram",5900
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",2000,2000,9337.955,"ram",5070
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",2001,2001,10106,"ram",4930
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",2002,2002,8516.039,"ram",4420
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",2003,2003,7868.598,"ram",4630
"Striped marlin North Pacific","Striped marlin North Pacific RAM NA","RAM",2004,2004,7809.301,"ram",3950
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1981,1981,NA,NA,NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1982,1982,8589.045,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1983,1983,7052.259,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1984,1984,7940.064,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1985,1985,9582.419,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1986,1986,10028.92,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1987,1987,12187,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1988,1988,17854.76,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1989,1989,29593.53,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1990,1990,37310.34,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1991,1991,45428.66,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1992,1992,57008.21,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1993,1993,69267.89,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1994,1994,80044.43,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1995,1995,100334.2,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1996,1996,114911.1,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1997,1997,118015.9,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1998,1998,103639.6,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",1999,1999,105036.3,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2000,2000,123351.4,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2001,2001,123514,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2002,2002,136825.9,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2003,2003,140924,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2004,2004,137260.3,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2005,2005,137864.3,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2006,2006,128479.2,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2007,2007,124459,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2008,2008,120990.8,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2009,2009,117553.8,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2010,2010,114038.9,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2011,2011,113552.6,"ram",NA
"Striped bass Gulf of Maine / Cape Hatteras","Striped bass Gulf of Maine / Cape Hatteras RAM NA","RAM",2012,2012,106509,"ram",NA
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1950,1950,108000,"ram",3650
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1951,1951,110000,"ram",2580
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1952,1952,113000,"ram",2990
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1953,1953,114000,"ram",3300
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1954,1954,114000,"ram",3030
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1955,1955,115000,"ram",3500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1956,1956,115000,"ram",3360
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1957,1957,115000,"ram",4580
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1958,1958,114000,"ram",4900
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1959,1959,114000,"ram",6230
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1960,1960,112000,"ram",3830
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1961,1961,113000,"ram",4380
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1962,1962,113000,"ram",5340
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1963,1963,112000,"ram",10200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1964,1964,107000,"ram",11300
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1965,1965,103000,"ram",8650
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1966,1966,102000,"ram",9350
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1967,1967,101000,"ram",9110
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1968,1968,1e+05,"ram",9170
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1969,1969,99600,"ram",9200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1970,1970,99100,"ram",9500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1971,1971,98400,"ram",5270
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1972,1972,102000,"ram",4770
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1973,1973,105000,"ram",6070
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1974,1974,106000,"ram",6360
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1975,1975,106000,"ram",8840
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1976,1976,104000,"ram",6700
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1977,1977,105000,"ram",6410
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1978,1978,105000,"ram",11800
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1979,1979,101000,"ram",11900
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1980,1980,97900,"ram",13600
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1981,1981,93900,"ram",11200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1982,1982,92900,"ram",13200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1983,1983,90300,"ram",14500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1984,1984,86900,"ram",12800
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1985,1985,85700,"ram",14400
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1986,1986,83200,"ram",18500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1987,1987,77300,"ram",20200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1988,1988,70300,"ram",19500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1989,1989,64400,"ram",17300
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1990,1990,60900,"ram",15700
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1991,1991,58900,"ram",14900
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1992,1992,57700,"ram",15400
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1993,1993,55900,"ram",16700
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1994,1994,52700,"ram",15500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1995,1995,50500,"ram",16900
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1996,1996,46800,"ram",15200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1997,1997,44300,"ram",13000
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1998,1998,43900,"ram",12200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",1999,1999,44200,"ram",11600
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2000,2000,45300,"ram",11500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2001,2001,46700,"ram",10000
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2002,2002,49700,"ram",9650
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2003,2003,53400,"ram",11400
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2004,2004,55500,"ram",12200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2005,2005,57000,"ram",12500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2006,2006,58200,"ram",11500
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2007,2007,60500,"ram",12400
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2008,2008,61900,"ram",11200
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2009,2009,64800,"ram",12300
"Swordfish Northern Atlantic","Swordfish North Atlantic RAM NA","RAM",2010,2010,NA,NA,12200
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1981,1981,49886.73,"ram",20400
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1982,1982,33779.89,"ram",13500
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1983,1983,27959.83,"ram",13900
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1984,1984,19839.78,"ram",13100
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1985,1985,21873.25,"ram",10900
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1986,1986,23636.75,"ram",14900
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1987,1987,21336.76,"ram",11400
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1988,1988,17141.75,"ram",12800
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1989,1989,10240.05,"ram",7990
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1990,1990,6858.43,"ram",5250
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1991,1991,8824.409,"ram",5330
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1992,1992,9707.023,"ram",4400
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1993,1993,11942.98,"ram",4090
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1994,1994,17089.83,"ram",4790
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1995,1995,24064.21,"ram",5030
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1996,1996,25149.31,"ram",5650
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1997,1997,20684.32,"ram",6050
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1998,1998,16354.32,"ram",6600
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",1999,1999,16163.95,"ram",5420
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2000,2000,16008.19,"ram",5110
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2001,2001,12425.82,"ram",4800
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2002,2002,7805.076,"ram",3790
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2003,2003,4638.05,"ram",1600
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2004,2004,5693.725,"ram",1360
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2005,2005,5209.153,"ram",1520
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2006,2006,4066.947,"ram",1210
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2007,2007,2959.353,"ram",1050
"Weakfish Atlantic Coast","Weakfish Atlantic Coast RAM NA","RAM",2008,2008,2301.719,"ram",899
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1963,1963,24800,"ram",4100
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1964,1964,24000,"ram",4000
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1965,1965,23000,"ram",3430
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1966,1966,22800,"ram",2050
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1967,1967,24500,"ram",1500
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1968,1968,27600,"ram",1700
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1969,1969,31600,"ram",1810
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1970,1970,37000,"ram",2800
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1971,1971,42700,"ram",3800
