sort_cmf,sort_orig,country,location_orig,location,pred_common,pred_scientific,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
458,396,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1954,1954,2399166.667,population of adults,,,,,,,monthly values averaged
459,397,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1955,1955,2711666.667,population of adults,,,,,,,monthly values averaged
460,398,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1956,1956,2725000,population of adults,,,,,,,monthly values averaged
461,399,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1957,1957,1320000,population of adults,,,,,,,monthly values averaged
462,400,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1958,1958,1176666.667,population of adults,,,,,,,monthly values averaged
463,401,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1959,1959,1455000,population of adults,,,,,,,monthly values averaged
464,402,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1960,1960,1804166.667,population of adults,,,,,,,monthly values averaged
465,403,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1961,1961,1796666.667,population of adults,,,,,,,monthly values averaged
466,404,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1962,1962,1993333.333,population of adults,,,,,,,monthly values averaged
467,405,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1963,1963,1697500,population of adults,,,,,,,monthly values averaged
468,406,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1964,1964,1883333.333,population of adults,,,,,,,monthly values averaged
469,407,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1965,1965,1146666.667,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
470,408,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1966,1966,1137500,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
471,409,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2, %-from Jordan 1967 in Muck and Pauly 1987 Table 1",1967,1967,1037500,population of adults,Anchoveta,Engraulis ringens,121.38,,80,bolus,monthly values averaged
472,410,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1968,1968,1157500,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
473,411,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1969,1969,1298333.333,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
474,412,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1970,1970,1296666.667,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
475,413,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1971,1971,1497500,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
476,414,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1972,1972,762500,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
477,415,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1973,1973,904166.6667,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
478,416,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1974,1974,1324166.667,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
479,417,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1975,1975,1354166.667,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
480,418,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1976,1976,1338333.333,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
481,419,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1977,1977,1533333.333,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
482,420,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,"#-Muck and Pauly 1987 Table 4, size=Figure 2",1978,1978,2325833.333,population of adults,Anchoveta,Engraulis ringens,121.38,,,,monthly values averaged
483,421,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1979,1979,1800833.333,population of adults,,,,,,,monthly values averaged
484,422,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1980,1980,1706666.667,population of adults,,,,,,,monthly values averaged
485,423,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1981,1981,1959166.667,population of adults,,,,,,,monthly values averaged
486,424,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1982,1982,1825000,population of adults,,,,,,,monthly values averaged
487,425,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1953,1953,1991666.667,population of adults,,,,,,,monthly values averaged
488,426,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1954,1954,2399166.667,population of adults,,,,,,,monthly values averaged
489,427,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1955,1955,2711666.667,population of adults,,,,,,,monthly values averaged
490,428,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1956,1956,2725000,population of adults,,,,,,,monthly values averaged
491,429,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1957,1957,1320000,population of adults,,,,,,,monthly values averaged
492,430,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1958,1958,1176666.667,population of adults,,,,,,,monthly values averaged
493,431,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1959,1959,1455000,population of adults,,,,,,,monthly values averaged
494,432,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1960,1960,1804166.667,population of adults,,,,,,,monthly values averaged
495,433,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1961,1961,1796666.667,population of adults,,,,,,,monthly values averaged
496,434,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1962,1962,1993333.333,population of adults,,,,,,,monthly values averaged
497,435,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1963,1963,1697500,population of adults,,,,,,,monthly values averaged
498,436,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1964,1964,1883333.333,population of adults,,,,,,,monthly values averaged
499,437,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1965,1965,1146666.667,population of adults,,,,,,,monthly values averaged
500,438,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1966,1966,1137500,population of adults,,,,,,,monthly values averaged
501,439,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,#-Muck and Pauly 1987 Table 5; %-from Jordan 1967 in Muck and Pauly 1987 Table 1,1967,1967,1037500,population of adults,Anchoveta,Engraulis ringens,,,80,,monthly values averaged
502,440,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1968,1968,1157500,population of adults,,,,,,,monthly values averaged
503,441,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1969,1969,1298333.333,population of adults,,,,,,,monthly values averaged
504,442,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1970,1970,1296666.667,population of adults,,,,,,,monthly values averaged
505,443,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1971,1971,1497500,population of adults,,,,,,,monthly values averaged
506,444,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1972,1972,762500,population of adults,,,,,,,monthly values averaged
507,445,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1973,1973,904166.6667,population of adults,,,,,,,monthly values averaged
508,446,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1974,1974,1324166.667,population of adults,,,,,,,monthly values averaged
509,447,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1975,1975,1354166.667,population of adults,,,,,,,monthly values averaged
510,448,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1976,1976,1338333.333,population of adults,,,,,,,monthly values averaged
511,449,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1977,1977,1533333.333,population of adults,,,,,,,monthly values averaged
512,450,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1978,1978,2325833.333,population of adults,,,,,,,monthly values averaged
513,451,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1979,1979,1800833.333,population of adults,,,,,,,monthly values averaged
514,452,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1980,1980,1706666.667,population of adults,,,,,,,monthly values averaged
515,453,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1981,1981,1959166.667,population of adults,,,,,,,monthly values averaged
516,454,Peru,6-14S,6-14S,Peruvian pelican,Pelecanus thagus,6-14S Peruvian pelican,,Muck and Pauly 1987 Table 5,1982,1982,1825000,population of adults,,,,,,,monthly values averaged
517,520,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,,%-Angelescu 1979 Table 2,1959,1959,,,Anchoveta,Engraulis ringens,,,26,,in adults
518,521,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,,%-Angelescu 1979 Table 2,1960,1960,,,Anchoveta,Engraulis ringens,,,31.9,,in adults
519,528,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Oct,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,132.8529425,,,,weighted mean by %  but %s did not always add to 100
520,529,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Nov,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,134.2242247,,,,weighted mean by %  but %s did not always add to 101
521,530,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Dec,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,42.58846249,,,,weighted mean by %  but %s did not always add to 102
522,531,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Jan,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,44.38040151,,,,weighted mean by %  but %s did not always add to 103
523,532,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Feb,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,53.85120106,,,,weighted mean by %  but %s did not always add to 104
524,533,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Mar,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,31.90745191,,,,weighted mean by %  but %s did not always add to 105
525,534,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Apr,size=Angelescu 1979 Grafico 6,1959-1962,1960,,,Anchoveta,Engraulis ringens,66.20750983,,,,weighted mean by %  but %s did not always add to 106
526,522,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,,%-Angelescu 1979 Table 2,1961,1961,,,Anchoveta,Engraulis ringens,,,44,,in adults
527,523,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,,%-Angelescu 1979 Table 2,1963,1963,,,Anchoveta,Engraulis ringens,,,26,,in adults
528,524,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,,%-Angelescu 1979 Table 2,1965,1965,,,Anchoveta,Engraulis ringens,,,31.4,,in adults
529,525,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,,%-Angelescu 1979 Table 2,1966,1966,,,Anchoveta,Engraulis ringens,,,15.8,,in adults
530,526,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Dec,%-Angelescu 1979 Table 2,1975,1975,,,Anchoveta,Engraulis ringens,,,96.9,,in adults
531,527,Peru,,Angelescu 1979,Chilean jack mackerel,Trachurus murphyi,Angelescu 1979 Chilean jack mackerel,Dec,%-Angelescu 1979 Table 2,1977,1977,,,Anchoveta,Engraulis ringens,,,58.4,,in adults
532,507,Peru,Callao-12S,Callao-12S,Chilean jack mackerel,Trachurus murphyi,Callao-12S Chilean jack mackerel,,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,1979,1979,3500000,t,Anchoveta,Engraulis ringens,,,78,% of stomach content weight,
533,504,Peru,Callao-12S,Callao-12S,Chub mackerel,Scomber japonicus,Callao-12S Chub mackerel,,%-Muck and Pauly Table 3 pdf p 290,1979,1979,,,Anchoveta,Engraulis ringens,,,48.6,% of stomach content weight,
534,498,Peru,Callao-9S,Callao-9S,Chub mackerel,Scomber japonicus,Callao-9S Chub mackerel,Normal,%-Muck and Pauly Figure 1 pdf p288,1979,1979,,,Anchoveta,Engraulis ringens,,,57,% of total weight composition,
535,499,Peru,Callao-9S,Callao-9S,Chub mackerel,Scomber japonicus,Callao-9S Chub mackerel,El Nino,%-Muck and Pauly Figure 1 pdf p288,1982,1982,,,Anchoveta,Engraulis ringens,,,0,% of total weight composition,
536,491,Peru,Chimbote,Chimbote,Chub mackerel,Scomber japonicus,Chimbote Chub mackerel,,"%-Muck and Pauly Table 1 pdf p287, size=Figure 2, pdf p288",1976,1976,,,Anchoveta,Engraulis ringens,112.95,,16.4,% of stomach content weight,"size is weighted mean by %, for mackerel 28-64cm long"
537,503,Peru,Chimbote-9S,Chimbote-9S,Chub mackerel,Scomber japonicus,Chimbote-9S Chub mackerel,,%-Muck and Pauly Table 3 pdf p 290,1979,1979,,,Anchoveta,Engraulis ringens,,,37.8,% of stomach content weight,
538,538,Peru,Grupo Pescadores,Grupo Pescadores,Guanay cormorant,Phalacrocorax bougainvillii,Grupo Pescadores Guanay cormorant,,Table A.5.1 in Boyd 2012 ,2008,2008,190000,# breeders,Anchoveta,Engraulis ringens,,,96,,
539,537,Peru,Grupo Pescadores,Grupo Pescadores,Peruvian booby,Sula variegate,Grupo Pescadores Peruvian booby,,Table A.5.1 in Boyd 2012 ,2008,2008,15000,# breeders,Anchoveta,Engraulis ringens,,,80,,
540,509,Peru,Ilo-17S,Ilo-17S,Chilean jack mackerel,Trachurus murphyi,Ilo-17S Chilean jack mackerel,,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,1979,1979,3500000,t,Anchoveta,Engraulis ringens,,,57.3,% of stomach content weight,
541,505,Peru,Ilo-17S,Ilo-17S,Chub mackerel,Scomber japonicus,Ilo-17S Chub mackerel,,%-Muck and Pauly Table 3 pdf p 290,1979,1979,,,Anchoveta,Engraulis ringens,,,39,% of stomach content weight,
542,543,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1953,1953,13966078,individuals,,,,,,,
543,544,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1954,1954,21395256,individuals,,,,,,,
544,545,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1955,1955,20983856,individuals,,,,,,,
545,546,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1956,1956,18000080,individuals,,,,,,,
546,547,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1957,1957,9340691,individuals,,,,,,,
547,548,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1958,1958,7173264.5,individuals,,,,,,,
548,549,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1959,1959,11376585,individuals,,,,,,,
549,550,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1960,1960,11046856,individuals,,,,,,,
550,551,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1961,1961,13575937,individuals,,,,,,,
551,552,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1962,1962,13205490,individuals,,,,,,,
552,553,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1963,1963,11038415,individuals,,,,,,,
553,554,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1964,1964,13403804,individuals,,,,,,,
554,555,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1965,1965,4008914.2,individuals,,,,,,,
555,556,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1966,1966,2413648.5,individuals,,,,,,,
556,557,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1967,1967,2982409.2,individuals,,,,,,,
557,558,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1968,1968,3061148.8,individuals,,,,,,,
558,559,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1969,1969,1915303.6,individuals,,,,,,,
559,560,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1970,1970,2198218.8,individuals,,,,,,,
560,561,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1971,1971,3093777.8,individuals,,,,,,,
561,562,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1972,1972,1212314.5,individuals,,,,,,,
562,563,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1973,1973,801149.8,individuals,,,,,,,
563,564,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1974,1974,839171.4,individuals,,,,,,,
564,565,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1975,1975,1121969.2,individuals,,,,,,,
565,566,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1976,1976,996767.56,individuals,,,,,,,
566,567,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1977,1977,1238847.5,individuals,,,,,,,
567,568,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1978,1978,1235916.8,individuals,,,,,,,
568,569,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1979,1979,1845630,individuals,,,,,,,
569,570,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1980,1980,2292002.8,individuals,,,,,,,
570,571,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1981,1981,2860763.5,individuals,,,,,,,
571,572,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1982,1982,3225700.5,individuals,,,,,,,
572,573,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1983,1983,364546.22,individuals,,,,,,,
573,574,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1984,1984,1300823.1,individuals,,,,,,,
574,575,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1985,1985,2400557.8,individuals,,,,,,,
575,576,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1986,1986,1090903.2,individuals,,,,,,,
576,577,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1987,1987,1251313,individuals,,,,,,,
577,578,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1988,1988,1248382.2,individuals,,,,,,,
578,579,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1989,1989,1368074,individuals,,,,,,,
579,580,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1990,1990,1365260.5,individuals,,,,,,,
580,581,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1991,1991,1770680.9,individuals,,,,,,,
581,582,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1992,1992,1359399,individuals,,,,,,,
582,583,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1993,1993,2826532.5,individuals,,,,,,,
583,584,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1994,1994,3069081.2,individuals,,,,,,,
584,585,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1995,1995,2780422,individuals,,,,,,,
585,586,Peru,,Jahncke 1998,Guanay cormorant,Phalacrocorax bougainvillii,Jahncke 1998 Guanay cormorant,,Jahncke 1998 Figuera 1,1996,1996,3757534,individuals,,,,,,,
586,587,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1953,1953,2012796.1,individuals,,,,,,,
587,588,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1954,1954,2408870,individuals,,,,,,,
588,589,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1955,1955,2716838.5,individuals,,,,,,,
