"diet_id","region","area","location","pred_comm","pred_species","pred_stage","stage_units","season","reference","year","prey_comm","prey_species","prey_size_mm","prey_age_yr","diet_prop","diet_prop_units","comment"
"Razorbill Europe","Europe","Shetland",NA,"Razorbill","Alca torda",NA,NA,NA,"Furness and Tasker 2000 Table 2","2000","Lesser sand-eel","Ammodytes marinus",NA,NA,0.9,NA,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
"Atlantic cod Europe","Europe","Norway",NA,"Atlantic cod","Gadus morhua",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Capelin","Mallotus villosus",NA,"2+",0.2071,NA,"year of high capelin abundance"
"Atlantic cod Europe","Europe","Norway",NA,"Atlantic cod","Gadus morhua",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Capelin","Mallotus villosus",NA,"1",0.2071,NA,"year of high capelin abundance"
"Atlantic cod Europe","Europe","Norway",NA,"Atlantic cod","Gadus morhua",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Capelin","Mallotus villosus",NA,"2+",0.072,NA,"year of low capelin abundance"
"Atlantic cod Europe","Europe","Norway",NA,"Atlantic cod","Gadus morhua",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Capelin","Mallotus villosus",NA,"1",0.072,NA,"year of low capelin abundance"
"Common minke whale Europe","Europe","Norway",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Capelin","Mallotus villosus",NA,"2+",0.1487,NA,"year of high capelin abundance"
"Common minke whale Europe","Europe","Norway",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Capelin","Mallotus villosus",NA,"1",0.0633,NA,"year of high capelin abundance"
"Common minke whale Europe","Europe","Norway",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Atlantic herring","Clupea harengus",NA,"1-3",0.399,NA,"year of high capelin abundance"
"Common minke whale Europe","Europe","Norway",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Capelin","Mallotus villosus",NA,"2+",0.047,NA,"year of low capelin abundance"
"Common minke whale Europe","Europe","Norway",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Capelin","Mallotus villosus",NA,"1",0.02,NA,"year of low capelin abundance"
"Common minke whale Europe","Europe","Norway",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Atlantic herring","Clupea harengus",NA,"1-3",0.384,NA,"year of low capelin abundance"
"Harp seal Europe","Europe","Norway",NA,"Harp seal","Pagophilus groenlandicus",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Capelin","Mallotus villosus",NA,"2+",0.33,NA,"year of high capelin abundance"
"Harp seal Europe","Europe","Norway",NA,"Harp seal","Pagophilus groenlandicus",NA,NA,NA,"Blanchard et al 2002 Table 8","1990","Atlantic herring","Clupea harengus",NA,"1-3",0.1017,NA,"year of high capelin abundance"
"Harp seal Europe","Europe","Norway",NA,"Harp seal","Pagophilus groenlandicus",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Capelin","Mallotus villosus",NA,"2+",0.01,NA,"year of low capelin abundance"
"Harp seal Europe","Europe","Norway",NA,"Harp seal","Pagophilus groenlandicus",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Atlantic herring","Clupea harengus",NA,"4+",0.1,NA,"year of low capelin abundance"
"Harp seal Europe","Europe","Norway",NA,"Harp seal","Pagophilus groenlandicus",NA,NA,NA,"Blanchard et al 2002 Table 8","1995","Atlantic herring","Clupea harengus",NA,"1-3",0.073,NA,"year of low capelin abundance"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2","1979-2003","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)",NA,NA,0.412,"by weight",NA
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2","1979-2003","Sandeel spp.","Ammodytidae spp.",NA,NA,0.146,"by weight",NA
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2","1979-2003","Blue whiting","Micromesistius poutassou",NA,NA,0.055,"by weight",NA
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica",NA,NA,NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.4","1988-2003","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)","52.1",NA,NA,NA,"mean, and not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica",NA,NA,NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.4","1988-2003","Sandeel spp.","Ammodytidae spp.","80.4",NA,NA,NA,"mean, and not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica",NA,NA,NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.4","1988-2003","Whiting","Merlangius merlangus","84.1",NA,NA,NA,"mean, and not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)","2004","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)","62.1",NA,0.705,"by weight","mean size, not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)","2004","Sandeel spp.","Ammodytidae spp.","92.4",NA,0.08,"by weight","mean size, not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)","2004","Blue whiting","Micromesistius poutassou","45.3",NA,0.006,"by weight","mean size, not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)","2005","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)","34.8",NA,0.209,"by weight","mean size, not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)","2005","Sandeel spp.","Ammodytidae spp.","45",NA,0.001,"by weight","mean size, not specificed adult or chicks"
"Atlantic puffin Europe","Europe","Hernyken",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size)","2005","Blue whiting","Micromesistius poutassou","62.2",NA,0.064,"by weight","mean size, not specificed adult or chicks"
"Common minke whale Europe","Europe","Norwegian Sea",NA,"Common minke whale","Balaenoptera acutorostrata",NA,NA,NA,"Olsen and Holst 2001","1999-2000","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)",NA,NA,1,"by weight",NA
"Atlantic puffin Europe","Europe","Rost",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Sandeel spp.","Ammodytidae spp.",NA,NA,0.0409,"by freq of occurence",NA
"Atlantic puffin Europe","Europe","Rost",NA,"Atlantic puffin","Fratercula arctica","chick","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)",NA,NA,0.6192,"by freq of occurence",NA
"Black-legged kittiwake Europe","Europe","Rost",NA,"Black-legged kittiwake","Rissa tridactyla","adult","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)",NA,NA,0.3422,"by weight",NA
"Common guillemot Europe","Europe","Rost",NA,"Common guillemot","Uria aalge","chick","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Sandeel spp.","Ammodytidae spp.",NA,NA,0.3621,"by freq of occurence",NA
"Common guillemot Europe","Europe","Rost",NA,"Common guillemot","Uria aalge","chick","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Atlantic herring","Clupea harengus",NA,NA,0.032,"by freq of occurence",NA
"European shag Europe","Europe","Rost",NA,"European shag","Phalacrocorax aristotelis","adult","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Sandeel spp.","Ammodytidae spp.",NA,NA,0.1305,"by weight",NA
"Razorbill Europe","Europe","Rost",NA,"Razorbill","Alca torda","chick","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Sandeel spp.","Ammodytidae spp.",NA,NA,0.5157,"by freq of occurence",NA
"Razorbill Europe","Europe","Rost",NA,"Razorbill","Alca torda","chick","age class",NA,"Anker-Nilssen 2010 Figure 3","2009","Atlantic herring (spring spawning)","Clupea harengus (spring spawning)",NA,NA,0.2006,"by freq of occurence",NA
"European shag Europe","Europe","Isle of May",NA,"European shag","Phalacrocorax aristotelis","chick","age class","breeding","Wanless et al 1993 pdf p 10","1987","Lesser sand-eel","Ammodytes marinus","129",NA,1,NA,"SD=5.7"
"European shag Europe","Europe","Isle of May",NA,"European shag","Phalacrocorax aristotelis","chick","age class","breeding","Wanless et al 1993 pdf p 10","1988","Lesser sand-eel","Ammodytes marinus","140",NA,1,NA,"SD=5.6"
"European shag Europe","Europe","Isle of May",NA,"European shag","Phalacrocorax aristotelis","chick","age class","breeding","Wanless et al 1993 pdf p 10","1989","Lesser sand-eel","Ammodytes marinus","84",NA,1,NA,"SD=8.3"
