"stocklong","region","area","location","pred_comm","pred_species","reference","year","n","n_units","notes"
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1993,262183.6667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1994,335803,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1995,78714.33333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1996,416260.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1997,84654.83333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1998,11773.41667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",1999,34364,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2000,75659.5,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2001,55529.5,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2002,23910.91667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2003,86603.25,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2004,76255.5,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2005,33794.25,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2006,138146,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2007,84976.58333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2008,100733.9167,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2009,85719.70833,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2010,144088.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2011,119824.3333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2012,161761.5833,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2013,93715.08333,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2014,47824,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2015,47287.91667,"number of adults",NA
"Peruvian pelican Peru (number of adults)","Humboldt","Peru","Peru","Peruvian pelican","Pelecanus thagus","IMARPE.Renato",2016,28512.625,"number of adults",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1953,368424.2,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1954,461044.2,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1955,490070.78,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1956,406522.16,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1957,141953.06,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1958,215025.33,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1959,439782.38,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1960,370929.7,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1961,282501.16,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1962,247920.27,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1963,276904.72,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1964,227613.83,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1965,300686.1,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1966,202469.62,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1967,348965.4,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1968,294752.44,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1969,162320.38,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1970,215802.75,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1971,181207.8,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1972,190672.6,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1973,508429,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1974,189970.11,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1975,86859.664,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1976,110992.3,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1977,130216.914,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1978,266896.66,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1979,271439.38,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1980,178102.83,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1981,143507.89,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1982,177470.6,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1983,74388.26,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1984,230615.77,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1985,298808.12,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1986,396308.06,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1987,332349.34,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1988,522862.7,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1989,385508.56,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1990,140459.11,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1991,154789.77,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1992,193604.28,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1993,452619.1,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1994,447416.03,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1995,158320.9,"number of individuals",NA
"Peruvian pelican Peruvian Sea (number of individuals)","Humboldt","Peru","Peruvian Sea","Peruvian pelican","Pelecanus thagus","Jahncke 1998 Figuera 1",1996,466331.56,"number of individuals",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1988,0.97894734,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1989,1.1178948,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1990,1.03,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1991,0.87789476,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1992,1.0831579,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1993,1.0736842,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1994,0.99473685,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1995,1.2347368,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1996,1.1273685,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1997,1.1273685,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1998,1.1652632,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",1999,1.1305263,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2000,0.46421054,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2001,1.2378948,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2002,1.0989474,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2003,1.231579,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2004,0.99157894,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2005,1.0642105,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2006,0.9031579,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2007,1.0989474,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2008,1.14,"index relative to 1986",NA
"Razorbill UK coast (index relative to 1986)","Europe","England","UK coast","Razorbill","Alca torda","Cook et al 2014 Figure 5",2009,0.9505263,"index relative to 1986",NA
